ID,NAME,CITY,STATE,ZIP
4332,OSF CENTER FOR HEALTH-ROCK CUT-ER,LOVES PARK,IL,61111
4333,EDWARD PLAINFIELD,PLAINFIELD,IL,60585
4334,CLARA BARTON HOSPITAL,HOISINGTON,KS,67544
4335,SHAWNEE MISSION OUTPATIENT PAVLN,LENEXA,KS,66227
4336,VIA CHRISTI HOSPITAL HARRY,WICHITA,KS,67218
4337,LABETTE HEALTH-ER,PARSONS,KS,67357
4338,ST LUKE'S HOSPITAL-LEE'S SUMMIT-ER,LEE'S SUMMIT,MO,64086
4339,CENTERPOINT MEDICAL CENTER-ER,INDEPENDENCE,MO,64057
4340,JACKSON COUNTY MEMORIAL HOSPITAL-ER,ALTUS,OK,73521
4341,OU MEDICAL CENTER EDMOND-ER,EDMOND,OK,73034
4342,ARBUCKLE MEMORIAL HOSPITAL-ER,SULPHUR,OK,73086
4343,NORMAN REGIONAL HEALTHPLEX,NORMAN,OK,73072
4344,SAINT FRANCIS HOSPITAL-MEMPHIS,MEMPHIS,TN,38119
4345,SAINT THOMAS RUTHERFORD HOSPITAL-ER,MURFREESBORO,TN,37129
4346,SKYRIDGE MEDICAL CENTER-MAIN,CLEVELAND,TN,37311
4347,BETHESDA ARROW SPRINGS-ER,LEBANON,OH,45036
4348,SOUTHVIEW MEDICAL CENTER-ER,DAYTON,OH,45459
4349,WESTERVILLE MEDICAL CAMPUS,WESTERVILLE,OH,43082
4350,MT CARMEL EAST HOSPITAL,COLUMBUS,OH,43213
4351,TRINITY MEDICAL CENTER WEST-ER,STEUBENVILLE,OH,43952
4352,IU HEALTH UNIVERSITY HOSPITAL,INDIANAPOLIS,IN,46202
4353,COMMUNITY HOSPITAL-EAST,INDIANAPOLIS,IN,46219
4354,PORTER-PORTAGE HOSPITAL CAMPUS-ER,PORTAGE,IN,46368
4355,METHODIST HOSPITAL-SOUTHLAKE,MERRILLVILLE,IN,46410
4356,REID HOSPITAL-ER,RICHMOND,IN,47374
4357,WOMEN & CHILDREN'S HOSPITAL OF BUFFALO,BUFFALO,NY,14222
4358,ST JOSEPH HOSPITAL-ER,OYSTER BAY,NY,11714
4359,UPMC SHADYSIDE-ER,PITTSBURGH,PA,15232
4360,UPMC PASSAVANT-CRANBERRY-ER,CRANBERRY,PA,16066
4361,UPMC EAST,MONROEVILLE,PA,15146
4362,UPMC HORIZON-GREENVILLE-ER,GREENVILLE,PA,16125
4363,EXCELA HEALTH WESTMORELAND HOSP-ER,GREENSBURG,PA,15601
4364,UPMC HORIZON-SHENANGO VALLEY-ER,FARRELL,PA,16121
4365,SPRINGFIELD HOSPITAL-ER,SPRINGFIELD,PA,19064
4366,LEHIGH VALLEY HOSPITAL-17TH ST,ALLENTOWN,PA,18102
4367,OVERLOOK MEDICAL CENTER,UNION,NJ,7083
4368,SOUTHSIDE REGIONAL MEDICAL CTR-ER,PETERSBURG,VA,23805
4369,BON SECOURS RICHMOND HEALTH SYSTEM-ST FRANCIS MEDICAL CENTER-ER,MIDLOTHIAN,VA,23114
4370,OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,98362
4371,TUALITY FOREST GROVE HOSPITAL-ER,FOREST GROVE,OR,97116
4372,SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,EAGLE,ID,83616
4373,OSCEOLA REGIONAL MEDICAL CENTER,KISSIMMEE,FL,34741
4374,JUPITER MEDICAL CENTER,JUPITER,FL,33458
4375,WELLINGTON REGIONAL MEDICAL CENTER,WELLINGTON,FL,33414
4376,KINDRED HOSPITAL-CENTRAL TAMPA,TAMPA,FL,33603
4377,SOUTH BAY HOSPITAL,SUN CITY CENTER,FL,33573
4378,ST JOSEPH'S HOSPITAL,TAMPA,FL,33607
4379,ST JOSEPH'S HOSPITAL BEHAVIORAL HEALTH CENTER,TAMPA,FL,33607
4380,OAK HILL HOSPITAL,BROOKSVILLE,FL,34613
4381,DOCTORS MEMORIAL HOSPITAL,PERRY,FL,32348
4382,PHYSICIANS REGIONAL - COLLIER BOULEVARD,NAPLES,FL,34114
4383,ENGLEWOOD COMMUNITY HOSPITAL,ENGLEWOOD,FL,34223
4384,HEALTHSOUTH REHABILITATION HOSPITAL OF SARASOTA,SARASOTA,FL,34240
4385,VENICE REGIONAL MEDICAL CENTER,VENICE,FL,34285
4386,FLORIDA HOSPITAL ALTAMONTE,ALTAMONTE SPRINGS,FL,32701
4387,LAWNWOOD REGIONAL MEDICAL CENTER & HEART,FORT PIERCE,FL,34950
4388,PROMISE HOSPITAL OF FLORIDA AT THE VILLAGES,OXFORD,FL,34484
4389,"VILLAGES REGIONAL HOSPITAL, THE",THE VILLAGES,FL,32159
4390,TRI COUNTY HOSPITAL - WILLISTON,WILLISTON,FL,32696
4391,PARK ROYAL HOSPITAL,FORT MYERS,FL,33908
4392,FLAGLER HOSPITAL,SAINT AUGUSTINE,FL,32086
4393,BERT FISH MEDICAL CENTER,NEW SMYRNA BEACH,FL,32168
4394,HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,FL,32114
4395,FLORIDA HOSPITAL ZEPHYRHILLS,ZEPHYRHILLS,FL,33541
4396,CAPE CANAVERAL HOSPITAL,COCOA BEACH,FL,32931
4397,VIERA HOSPITAL,MELBOURNE,FL,32940
4398,SHANDS HOSPITAL,GAINESVILLE,FL,32610
4399,SHANDS REHAB HOSPITAL,GAINESVILLE,FL,32606
4400,HEALTHSOUTH SUNRISE REHABILITATION HOSPITAL,SUNRISE,FL,33351
4401,HOLLYWOOD PAVILION,HOLLYWOOD,FL,33021
4402,MANATEE MEMORIAL HOSPITAL,BRADENTON,FL,34208
4403,BALLARD REHABILITATION HOSP,SAN BERNARDINO,CA,92411
4404,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,REDLANDS,CA,92373
4405,ALVARADO PARKWAY INSTITUTE B.H.S.,LA MESA,CA,91942
4406,EDGEMOOR GERIATRIC HOSPITAL,SANTEE,CA,92071
4407,JEWISH HOME,SAN FRANCISCO,CA,94112
4408,SANFORD SHELDON MEDICAL CENTER,SHELDON,IA,51201
4409,MYRTUE MEMORIAL HOSPITAL,HARLAN,IA,51537
4410,HEGG MEMORIAL HEALTH CENTER,ROCK VALLEY,IA,51247
4411,ORANGE CITY MUNICIPAL HOSPITAL,ORANGE CITY,IA,51041
4412,CHEROKEE MENTAL HEALTH INSTITUTE,CHEROKEE,IA,51012
4413,RINGGOLD COUNTY HOSPITAL,MOUNT AYR,IA,50854
4414,POCAHONTAS COMMUNITY HOSPITAL,POCAHONTAS,IA,50574
4415,EASTERN PLUMAS HOSPITAL-LOYALTON CAMPUS,LOYALTON,CA,96118
4416,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,SANTA BARBARA,CA,93110
4417,BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,85206
4418,ABRAZO SCOTTSDALE CAMPUS,PHOENIX,AZ,85032
4419,ST LUKES BEHAVIORAL HOSPITAL,PHOENIX,AZ,85006
4420,HIGHLAND HOSPITAL,OAKLAND,CA,94602
4421,ALAMEDA HOSPITAL,ALAMEDA,CA,94501
4422,WASHINGTON HOSPITAL - FREMONT,FREMONT,CA,94538
4423,DAMERON HOSPITAL,STOCKTON,CA,95203
4424,DOCTORS HOSPITAL OF MANTECA,MANTECA,CA,95336
4425,BANNER LASSEN MEDICAL CENTER,SUSANVILLE,CA,96130
4426,ANTELOPE VALLEY HOSPITAL,LANCASTER,CA,93534
4427,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,DUARTE,CA,91010
4428,COAST PLAZA DOCTORS HOSPITAL,NORWALK,CA,90650
4429,COMMUNITY HOSPITAL OF HUNTINGTON PARK,HUNTINGTON PARK,CA,90255
4430,"DOCTORS HOSPITAL OF WEST COVINA, INC",WEST COVINA,CA,91790
4431,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,GLENDALE,CA,91206
4432,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,VALENCIA,CA,91355
4433,KAISER PERMANENTE BALDWIN PARK MEDICAL CENTER,BALDWIN PARK,CA,91706
4434,KAISER FND HOSP - MENTAL HEALTH CENTER,LOS ANGELES,CA,90012
4435,KEDREN COMMUNITY MENTAL HEALTH CENTER,LOS ANGELES,CA,90011
4436,KINDRED HOSPITAL SOUTH BAY,GARDENA,CA,90247
4437,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,CA,90018
4438,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,PANORAMA CITY,CA,91402
4439,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,SAN PEDRO,CA,90732
4440,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,TORRANCE,CA,90503
4441,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,BURBANK,CA,91505
4442,SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,CA,91773
4443,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,LOS ANGELES,CA,90026
4444,PROVIDENCE ST. JOHN'S HEALTH CENTER,SANTA MONICA,CA,90404
4445,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,90605
4446,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,HOLLISTER,CA,95023
4447,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,CA,92262
4448,HEMET VALLEY HEALTH CARE CENTER,HEMET,CA,92543
4449,JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,CA,92201
4450,KAISER FND HOSPITAL - MORENO VALLEY,MORENO VALLEY,CA,92555
4451,KINDRED HOSPITAL RIVERSIDE,PERRIS,CA,92571
4452,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,92563
4453,PALO VERDE HOSPITAL,BLYTHE,CA,92225
4454,EL CAMINO HOSPITAL LOS GATOS,LOS GATOS,CA,95032
4455,MISSION OAKS HOSPITAL,LOS GATOS,CA,95032
4456,KAISER FND HOSP - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,CA,94080
4457,SAN MATEO MEDICAL CENTER,SAN MATEO,CA,94403
4458,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,FRESNO,CA,93703
4459,KAISER FND HOSP - FRESNO,FRESNO,CA,93720
4460,BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,CA,96150
4461,DOCTORS MEDICAL CENTER - SAN PABLO,SAN PABLO,CA,94806
4462,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,SAN RAMON,CA,94583
4463,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,93308
4464,DELANO REGIONAL MEDICAL CENTER,DELANO,CA,93215
4465,GOOD SAMARITAN HOSPITAL-SOUTHWEST D/P APH,BAKERSFIELD,CA,93309
4466,KERN MEDICAL CENTER,BAKERSFIELD,CA,93306
4467,MERCY HOSPITAL - BAKERSFIELD,BAKERSFIELD,CA,93301
4468,SAN JOAQUIN COMMUNITY HOSPITAL,BAKERSFIELD,CA,93301
4469,MAD RIVER COMMUNITY HOSPITAL,ARCATA,CA,95521
4470,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,95540
4471,FAIRCHILD MEDICAL CENTER,YREKA,CA,96097
4472,MERCY MEDICAL CENTER MT. SHASTA,MOUNT SHASTA,CA,96067
4473,GEORGE L MEE MEMORIAL HOSPITAL,KING CITY,CA,93930
4474,FAIRVIEW DEVELOPMENTAL CENTER,COSTA MESA,CA,92626
4475,HOAG ORTHOPEDIC INSTITUTE,IRVINE,CA,92618
4476,KAISER FND HOSP - IRVINE,IRVINE,CA,92618
4477,KINDRED HOSPITAL - SANTA ANA,SANTA ANA,CA,92706
4478,LOS ALAMITOS MEDICAL CENTER,LOS ALAMITOS,CA,90720
4479,MISSION HOSPITAL REGIONAL MEDICAL CENTER,MISSION VIEJO,CA,92691
4480,FOOTHILL REGIONAL MEDICAL CENTER,TUSTIN,CA,92680
4481,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,CA,92708
4482,KAISER FND HOSP-MODESTO,MODESTO,CA,95356
4483,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,YUBA CITY,CA,95993
4484,SAINT JOSEPH HOSPITAL,DENVER,CO,80218
4485,PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,81003
4486,HAVEN BEHAVIORAL HOSPITAL OF SOUTHERN COLO,PUEBLO,CO,81004
4487,SPALDING REHABILITATION HOSPITAL,AURORA,CO,80011
4488,"MEDICAL CENTER OF AURORA, THE",AURORA,CO,80012
4489,KAWEAH DELTA SKILLED NURSING FACILITY,VISALIA,CA,93277
4490,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,36124
4491,JACKSON HOSPITAL AND CLINIC,MONTGOMERY,AL,36106
4492,WILLS MEMORIAL HOSPITAL,WASHINGTON,GA,30673
4493,NEW HORIZONS LANIER PARK HOSPITAL,GAINESVILLE,GA,30501
4494,GRADY GENERAL HOSPITAL,CAIRO,GA,31728
4495,JOAN GLANCY MEMORIAL HOSPITAL,DULUTH,GA,30136
4496,PIEDMONT MOUNTAINSIDE HOSPITAL,JASPER,GA,30143
4497,HUTCHESON MEDICAL CENTER,FORT OGLETHORPE,GA,30742
4498,CANDLER COUNTY HOSPITAL,METTER,GA,30439
4499,GRINNELL GENERAL HOSPITAL,GRINNELL,IA,50112
4500,MERCY HOSPITAL MEDICAL CENTER,DES MOINES,IA,50314
4501,IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,50308
4502,HILL HOSPITAL OF SUMTER COUNTY,YORK,AL,36925
4503,WEDOWEE HOSPITAL,WEDOWEE,AL,36278
4504,BUCKHEAD AMBULATORY SURGICAL CENTER,ATLANTA,GA,30327
4505,EMORY JOHNS CREEK HOSPITAL,JOHNS CREEK,GA,30097
4506,"MEMORIAL HEALTH UNIV MED CEN, INC",SAVANNAH,GA,31404
4507,SEMPERCARE HOSPITAL OF SAVANNAH,SAVANNAH,GA,31405
4508,MAHASKA COUNTY HOSPITAL,OSKALOOSA,IA,52577
4509,PELLA REGIONAL HEALTH CENTER,PELLA,IA,50219
4510,PIEDMONT NEWNAN HOSPITAL,NEWNAN,GA,30263
4511,SELECT SPECIALTY HOSPITAL-QUAD CITIES,DAVENPORT,IA,52806
4512,GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,52803
4513,STORY CITY MEMORIAL HOSPITAL,STORY CITY,IA,50248
4514,MARY GREELEY MEDICAL CENTER,AMES,IA,50010
4515,STORY COUNTY HOSPITAL,NEVADA,IA,50201
4516,EMANUEL MEDICAL CENTER,SWAINSBORO,GA,30401
4517,WAVERLY MUNICIPAL HOSPITAL,WAVERLY,IA,50677
4518,BACON COUNTY HOSPITAL,ALMA,GA,31510
4519,KEOKUK AREA HOSPITAL,KEOKUK,IA,52632
4520,MERCY MEDICAL CENTER,CEDAR RAPIDS,IA,52403
4521,LUCAS COUNTY HEALTH CENTER,CHARITON,IA,50049
4522,CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,30120
4523,MERCY HOSPITAL,IOWA CITY,IA,52245
4524,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,52242
4525,JEFFERSON COUNTY HOSPITAL,FAIRFIELD,IA,52556
4526,ANAMOSA COMMUNITY HOSPITAL,ANAMOSA,IA,52205
4527,MILLER COUNTY HOSPITAL,COLQUITT,GA,31737
4528,MONROE COUNTY HOSPITAL,FORSYTH,GA,31029
4529,MITCHELL COUNTY HOSPITAL,CAMILLA,GA,31730
4530,WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,30060
4531,WELLSTAR WINDY HILL HOSPITAL,MARIETTA,GA,30067
4532,FANNIN REGIONAL HOSPITAL,BLUE RIDGE,GA,30513
4533,IU HEALTH GOSHEN HOSPITAL,GOSHEN,IN,46526
4534,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,47546
4535,DEKALB HEALTH,AUBURN,IN,46706
4536,DECATUR COUNTY MEMORIAL HOSPITAL,GREENSBURG,IN,47240
4537,DUKES MEMORIAL HOSPITAL,PERU,IN,46970
4538,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,BLOOMINGTON,IN,47403
4539,WASHINGTON COUNTY HOSPITAL,WASHINGTON,IA,52353
4540,NEWTON GENERAL HOSPITAL,COVINGTON,GA,30014
4541,MENTAL HEALTH INSTITUTE,MOUNT PLEASANT,IA,52641
4542,MERCY MEDICAL CENTER-NEW HAMPTON,NEW HAMPTON,IA,50659
4543,BLUFFTON REGIONAL MEDICAL CENTER,BLUFFTON,IN,46714
4544,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,CROWN POINT,IN,46307
4545,FRANCISCAN ST MARGARET HEALTH - DYER,DYER,IN,46311
4546,FRANCISCAN ST MARGARET HEALTH - HAMMOND,HAMMOND,IN,46320
4547,KINDRED HOSPITAL NORTHWEST INDIANA,HAMMOND,IN,46320
4548,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,35233
4549,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,PAOLI,IN,47454
4550,VIRGINIA GAY HOSPITAL,VINTON,IA,52349
4551,WILLINGWAY HOSPITAL,STATESBORO,GA,30458
4552,BURKE COUNTY HOSPITAL,WAYNESBORO,GA,30830
4553,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,LAFAYETTE,IN,47905
4554,D. W. MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,36427
4555,COMMUNITY HOSPITAL,TALLASSEE,AL,36078
4556,MOUNTAIN VIEW HOSPITAL,GADSDEN,AL,35904
4557,RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,35999
4558,NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,HAMILTON,AL,35570
4559,ROCKDALE HOSPITAL AND HEALTH SYSTEM,CONYERS,GA,30012
4560,AUGUSTA SURGICAL CENTER,AUGUSTA,GA,30904
4561,GRACEWOOD STATE SCHOOL AND HOSPITAL,AUGUSTA,GA,30812
4562,TRINITY HOSPITAL OF AUGUSTA,AUGUSTA,GA,30904
4563,UNIVERSITY HEALTH CARE SYSTEM,AUGUSTA,GA,30901
4564,DOCTORS HOSPITAL,AUGUSTA,GA,30909
4565,MOUNTAIN LAKES MEDICAL CENTER,CLAYTON,GA,30525
4566,MONROE COUNTY HOSPITAL,ALBIA,IA,52531
4567,MITCHELL COUNTY MEMORIAL HOSPITAL,OSAGE,IA,50461
4568,BROOKS COUNTY HOSPITAL,QUITMAN,GA,31643
4569,COLISEUM NORTHSIDE HOSPITAL,MACON,GA,31210
4570,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,MICHIGAN CITY,IN,46360
4571,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,ANDERSON,IN,46011
4572,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,KNOX,IN,46534
4573,MAJOR HOSPITAL,SHELBYVILLE,IN,46176
4574,KINDRED HOSPITAL NORTHERN INDIANA,MISHAWAKA,IN,46544
4575,EAST ALABAMA MEDICAL CENTER,OPELIKA,AL,36801
4576,HALE COUNTY HOSPITAL,GREENSBORO,AL,36744
4577,SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,36301
4578,SCREVEN COUNTY HOSPITAL,SYLVANIA,GA,30467
4579,STEPHENS COUNTY HOSPITAL,TOCCOA,GA,30577
4580,MARSHALLTOWN MEDICAL & SURGICAL CENTER,MARSHALLTOWN,IA,50158
4581,MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,36330
4582,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,AL,35660
4583,SHOALS HOSPITAL,MUSCLE SHOALS,AL,35661
4584,FLINT RIVER COMMUNITY HOSPITAL,MONTEZUMA,GA,31063
4585,FAIRVIEW PARK HOSPITAL,DUBLIN,GA,31021
4586,MERCY REHABILITATION SERVICES,CLINTON,IA,52732
4587,CENTRAL COMMUNITY HOSPITAL,ELKADER,IA,52043
4588,WINNESHIEK COUNTY MEMORIAL HOSPITAL,DECORAH,IA,52101
4589,HANCOCK REGIONAL HOSPITAL,GREENFIELD,IN,46140
4590,GREENE COUNTY GENERAL HOSPITAL,LINTON,IN,47441
4591,GIBSON GENERAL HOSPITAL,PRINCETON,IN,47670
4592,CLAY COUNTY HOSPITAL,ASHLAND,AL,36251
4593,JACKSON MEDICAL CENTER,JACKSON,AL,36545
4594,23RD MEDICAL GROUP - MOODY AFB,VALDOSTA,GA,31699
4595,SKIFF MEDICAL CENTER,NEWTON,IA,50208
4596,JENKINS COUNTY HOSPITAL,MILLEN,GA,30442
4597,MARENGO MEMORIAL HOSPITAL,MARENGO,IA,52301
4598,REGIONAL MEDICAL CENTER,MANCHESTER,IA,52057
4599,BMC HOME HEALTH CARE,BURLINGTON,IA,52601
4600,GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,52655
4601,JACKSON COUNTY PUBLIC HOSPITAL,MAQUOKETA,IA,52060
4602,WAYNE COUNTY HOSPITAL,CORYDON,IA,50060
4603,FAYETTE REGIONAL HEALTH SYSTEM,CONNERSVILLE,IN,47331
4604,FRANKLIN GENERAL HOSPITAL,HAMPTON,IA,50441
4605,LARUE D CARTER MEMORIAL HOSPITAL,INDIANAPOLIS,IN,46222
4606,DALE MEDICAL CENTER,OZARK,AL,36360
4607,BEACON CHILDREN'S HOSPITAL,LUVERNE,AL,36049
4608,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049
4609,UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,30512
4610,STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,36201
4611,CHEROKEE MEDICAL CENTER,CENTRE,AL,35960
4612,NORTHRIDGE MEDICAL CENTER,COMMERCE,GA,30529
4613,IRWIN COUNTY HOSPITAL,OCILLA,GA,31774
4614,WILDWOOD LIFESTYLE CENTER AND HOSPITAL,WILDWOOD,GA,30757
4615,MEMORIAL HOSPITAL AND MANOR,BAINBRIDGE,GA,31717
4616,EMORY DUNWOODY MEDICAL CENTER,ATLANTA,GA,30338
4617,DEKALB MEDICAL CENTER AT HILLANDALE,LITHONIA,GA,30058
4618,WILLIAM W BACKUS HOSPITAL,NORWICH,CT,6360
4619,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,6076
4620,ROCKVILLE GENERAL HOSPITAL,ROCKVILLE,CT,6066
4621,DAY KIMBALL HOSPITAL,PUTNAM,CT,6260
4622,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE",MADISON,IN,47250
4623,PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,36067
4624,BIBB MEDICAL CENTER,CENTREVILLE,AL,35042
4625,ST. VINCENT'S BLOUNT,ONEONTA,AL,35121
4626,TY COBB HEALTHCARE SYSTEM - HART COUNTY HOSPITAL,HARTWELL,GA,30643
4627,HIGGINS GENERAL HOSPITAL,BREMEN,GA,30110
4628,DOOLY MEDICAL CENTER,VIENNA,GA,31092
4629,WELLSTAR DOUGLAS HOSPITAL,DOUGLASVILLE,GA,30134
4630,PHOEBE PUTNEY MEMORIAL HOSPITAL,ALBANY,GA,31701
4631,PHOEBE PUTNEY MEMORIAL HOSPITAL - NORTH CAMPUS,ALBANY,GA,31701
4632,GRIFFIN HOSPITAL,DERBY,CT,6418
4633,ST FRANCIS HOSPITAL & MEDICAL CENTER,HARTFORD,CT,6105
4634,BRISTOL HOSPITAL,BRISTOL,CT,6010
4635,JOHN DEMPSEY HOSPITAL,FARMINGTON,CT,6032
4636,ST VINCENT'S MEDICAL CENTER,BRIDGEPORT,CT,6606
4637,DANBURY HOSPITAL,DANBURY,CT,6810
4638,NORWALK HOSPITAL ASSOCIATION,NORWALK,CT,6856
4639,SHARON HOSPITAL,SHARON,CT,6069
4640,NEW MILFORD HOSPITAL,NEW MILFORD,CT,6776
4641,HENRY COUNTY MEMORIAL HOSPITAL,NEW CASTLE,IN,47362
4642,HENDRICKS REGIONAL HEALTH,DANVILLE,IN,46122
4643,INDIANA UNIVERSITY HEALTH WEST HOSPITAL,AVON,IN,46123
4644,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,NEW ALBANY,IN,47150
4645,PHYSICIANS' MEDICAL CENTER LLC,NEW ALBANY,IN,47150
4646,REHABILITATION INSTITUTE OF NORTHWEST FLORIDA,DESTIN,FL,32541
4647,TWIN CITIES HOSPITAL,NICEVILLE,FL,32578
4648,96TH MEDICAL GROUP-EGLIN HOSPITAL,EGLIN AFB,FL,32542
4649,NORTHWEST FLORIDA COMMUNITY HOSPITAL,CHIPLEY,FL,32428
4650,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,LAKE CITY,FL,32055
4651,GULF BREEZE HOSPITAL,GULF BREEZE,FL,32561
4652,CAPITAL REGIONAL MEDICAL CENTER,TALLAHASSEE,FL,32308
4653,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,TALLAHASSEE,FL,32308
4654,PROVIDENCE HOSPITAL,MOBILE,AL,36685
4655,SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,36608
4656,BAPTIST HOSPITAL,PENSACOLA,FL,32501
4657,WEST FLORIDA HOSPITAL,PENSACOLA,FL,32514
4658,RIVER POINT BEHAVIORAL HEALTH,JACKSONVILLE,FL,32216
4659,CALHOUN-LIBERTY HOSPITAL,BLOUNTSTOWN,FL,32424
4660,EASTPOINTE HOSPITAL,DAPHNE,AL,36526
4661,NORTH BALDWIN INFIRMARY,MINETTE,AL,36507
4662,BAPTIST MEDICAL CENTER - NASSAU,FERNANDINA BEACH,FL,32034
4663,CLARKE COUNTY PUBLIC HOSPITAL,OSCEOLA,IA,50213
4664,BOONE COUNTY HOSPITAL,BOONE,IA,50036
4665,VAN DIEST MEDICAL CENTER,WEBSTER CITY,IA,50595
4666,TRINITY REGIONAL HOSPITAL,FORT DODGE,IA,50501
4667,SAINT MARY'S REGIONAL MEDICAL CENTER,RENO,NV,89503
4668,WILLOW SPRINGS CENTER,RENO,NV,89502
4669,RENOWN REHABILITATION HOSPITAL,RENO,NV,89502
4670,WILLIAM BEE RIRIE HOSPITAL,ELY,NV,89301
4671,NEW ULM MEDICAL CENTER,NEW ULM,MN,56073
4672,MAYO CLINIC HEALTH SYSTEM S F,SPRINGFIELD,MN,56087
4673,EXCELSIOR SPRINGS HOSPITAL,EXCELSIOR SPRINGS,MO,64024
4674,KINDRED HOSPITAL NORTHLAND,KANSAS CITY,MO,64118
4675,LIBERTY HOSPITAL,LIBERTY,MO,64068
4676,ST. LUKE'S NORTH HOSPITAL - SMITHVILLE,SMITHVILLE,MO,64089
4677,YORK GENERAL HOSPITAL,YORK,NE,68467
4678,NORTHWEST MEDICAL CENTER,ALBANY,MO,64402
4679,MERCY MCCUNE-BROOKS HOSPITAL,CARTHAGE,MO,64836
4680,MERCY HOSPITAL JOPLIN,JOPLIN,MO,64801
4681,KINDRED HOSPITAL - KANSAS CITY,KANSAS CITY,MO,64131
4682,ST. JOSEPH MEDICAL CENTER,KANSAS CITY,MO,64114
4683,CHILDREN'S MERCY HOSPITAL,KANSAS CITY,MO,64108
4684,RESEARCH MEDICAL CENTER - BROOKSIDE CAMPUS,KANSAS CITY,MO,64131
4685,TRUMAN MEDICAL CENTER - HOSPITAL HILL,KANSAS CITY,MO,64108
4686,LEE'S SUMMIT MEDICAL CENTER,SUMMIT,MO,64063
4687,PIPESTONE CO MED C & ASHTON CC,PIPESTONE,MN,56164
4688,SANFORD JACKSON MEDICAL CENTER,JACKSON,MN,56143
4689,COMPLEX CARE HOSPITAL AT TENAYA,LAS VEGAS,NV,89128
